Citation,,,Sample,,,Flow,,,,,,,Experimental Set up,,,,Outputs,,,,,Info
Article (MLA),Authors,DOI,"Geometry of Sample (flat, wire, or Cylindrical)","Dimensions of sample (Wire is in diameter, cylinder is in radius x length, rectangle is in L x W x H)",Material of sample,Oxygen Concentration,Pressure,Flow Velocity (Co flow is + and counter flow is -),Rig Name,"Internal geometry (Cylindrical , rectangular)",Internal Dimensions ,Gravity (g/gearth),"Ignition method (Wire, open flame, or Radiative Heater","Expireimental facility (Parabolic Aircraft, Drop Tower, Spacecraft, Sounding Rocket, Ground)",Ignition power (W),Ignition time (s),Ignition (Yes/No),Flame Length,FSR (Flame Spread Rate),HRR (Heat release rate),Smoke/ Areosols (yes/no),
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; standard LDPE outer,20.9%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,1,Wire,Ground,,,No,,,,,"Fig. 6(B), thick core; normal gravity boundary map; external radiant heat flux = 1 kW/m�; burn probability = 0%"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; standard LDPE outer,21.1%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,1,Wire,Ground,,,Yes,,,,,"Fig. 6(B), thick core; normal gravity boundary map; external radiant heat flux = 2 kW/m�; burn probability = 70%"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; standard LDPE outer,20.5%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,1,Wire,Ground,,,No,,,,,"Fig. 6(B), thick core; normal gravity boundary map; external radiant heat flux = 2 kW/m�; burn probability = 0%"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; standard LDPE outer,20.1%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,1,Wire,Ground,,,No,,,,,"Fig. 6(B), thick core; normal gravity boundary map; external radiant heat flux = 4 kW/m�; burn probability = 0%"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; standard LDPE outer,20.4%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,1,Wire,Ground,,,Yes,,,,,"Fig. 6(B), thick core; normal gravity boundary map; external radiant heat flux = 8 kW/m�; burn probability = 70%"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; standard LDPE outer,19.5%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,1,Wire,Ground,,,No,,,,,"Fig. 6(B), thick core; normal gravity boundary map; external radiant heat flux = 8 kW/m�; burn probability = 0%"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; standard LDPE outer,20.5%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,1,Wire,Ground,,,Yes,,,,,"Fig. 6(B), thick core; normal gravity boundary map; external radiant heat flux = 12 kW/m�; burn probability = 70%"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; standard LDPE outer,19.4%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,1,Wire,Ground,,,No,,,,,"Fig. 6(B), thick core; normal gravity boundary map; external radiant heat flux = 12 kW/m�; burn probability = 0%"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; standard LDPE outer,20.5%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,1,Wire,Ground,,,Yes,,,,,"Fig. 6(B), thick core; normal gravity boundary map; external radiant heat flux = 16 kW/m�; burn probability = 100%"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; standard LDPE outer,19.5%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,1,Wire,Ground,,,No,,,,,"Fig. 6(B), thick core; normal gravity boundary map; external radiant heat flux = 16 kW/m�; burn probability = 0%"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; standard LDPE outer,18.1%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,1,Wire,Ground,,,Yes,,,,,"Fig. 6(B), thin core; normal gravity boundary map; external radiant heat flux = 0 kW/m�; burn probability = 100%"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; standard LDPE outer,17.8%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,1,Wire,Ground,,,Yes,,,,,"Fig. 6(B), thin core; normal gravity boundary map; external radiant heat flux = 0 kW/m�; burn probability = 70%"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; standard LDPE outer,17.8%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,1,Wire,Ground,,,Yes,,,,,"Fig. 6(B), thin core; normal gravity boundary map; external radiant heat flux = 1 kW/m�; burn probability = 70%"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; standard LDPE outer,17.6%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,1,Wire,Ground,,,Yes,,,,,"Fig. 6(B), thin core; normal gravity boundary map; external radiant heat flux = 2 kW/m�; burn probability = 50%"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; standard LDPE outer,17.2%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,1,Wire,Ground,,,No,,,,,"Fig. 6(B), thin core; normal gravity boundary map; external radiant heat flux = 4 kW/m�; burn probability = 0%"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; standard LDPE outer,18.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,1,Wire,Ground,,,Yes,,,,,"Fig. 6(B), thin core; normal gravity boundary map; external radiant heat flux = 8 kW/m�; burn probability = 60%"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; standard LDPE outer,17.3%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,1,Wire,Ground,,,Yes,,,,,"Fig. 6(B), thin core; normal gravity boundary map; external radiant heat flux = 8 kW/m�; burn probability = 30%"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; standard LDPE outer,16.6%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,1,Wire,Ground,,,No,,,,,"Fig. 6(B), thin core; normal gravity boundary map; external radiant heat flux = 8 kW/m�; burn probability = 0%"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; standard LDPE outer,18.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,1,Wire,Ground,,,Yes,,,,,"Fig. 6(B), thin core; normal gravity boundary map; external radiant heat flux = 12 kW/m�; burn probability = 40%"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; standard LDPE outer,17.3%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,1,Wire,Ground,,,Yes,,,,,"Fig. 6(B), thin core; normal gravity boundary map; external radiant heat flux = 12 kW/m�; burn probability = 30%"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; standard LDPE outer,16.6%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,1,Wire,Ground,,,No,,,,,"Fig. 6(B), thin core; normal gravity boundary map; external radiant heat flux = 12 kW/m�; burn probability = 0%"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; standard LDPE outer,18.1%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,1,Wire,Ground,,,Yes,,,,,"Fig. 6(B), thin core; normal gravity boundary map; external radiant heat flux = 16 kW/m�; burn probability = 40%"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; standard LDPE outer,17.4%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,1,Wire,Ground,,,Yes,,,,,"Fig. 6(B), thin core; normal gravity boundary map; external radiant heat flux = 16 kW/m�; burn probability = 30%"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; standard LDPE outer,16.5%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,1,Wire,Ground,,,No,,,,,"Fig. 6(B), thin core; normal gravity boundary map; external radiant heat flux = 16 kW/m�; burn probability = 0%"
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; black LDPE outer,18.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,No,,0,,,Fig. 9; microgravity FSR; black LDPE; external radiant heat flux = 0 kW/m�
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; black LDPE outer,20.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,No,,0,,,Fig. 9; microgravity FSR; black LDPE; external radiant heat flux = 0 kW/m�
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; black LDPE outer,21.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,Yes,,0.23,,,Fig. 9; microgravity FSR; black LDPE; external radiant heat flux = 0 kW/m�
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; black LDPE outer,23.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,Yes,,0.3,,,Fig. 9; microgravity FSR; black LDPE; external radiant heat flux = 0 kW/m�
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; black LDPE outer,25.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,Yes,,0.45,,,Fig. 9; microgravity FSR; black LDPE; external radiant heat flux = 0 kW/m�
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 2.5 mm Cu core; 0.75 mm LDPE thickness,Cu core; black LDPE outer,30.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,Yes,,0.64,,,Fig. 9; microgravity FSR; black LDPE; external radiant heat flux = 0 kW/m�
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; black LDPE outer,17.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,No,,0,,,Fig. 9; microgravity FSR; black LDPE; external radiant heat flux = 0 kW/m�
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; black LDPE outer,18.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,Yes,,0.35,,,Fig. 9; microgravity FSR; black LDPE; external radiant heat flux = 0 kW/m�
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; black LDPE outer,24.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,Yes,,0.55,,,Fig. 9; microgravity FSR; black LDPE; external radiant heat flux = 0 kW/m�
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; black LDPE outer,25.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,Yes,,0.57,,,Fig. 9; microgravity FSR; black LDPE; external radiant heat flux = 0 kW/m�
"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gravity, External Radiant Heat Flux, and Wire Characteristics on Wire Flammability."" Fire Technology 56 (2020): 131-148.",Yusuke Konno; Nozomu Hashimoto; Osamu Fujita; Yoshinari Kobayashi; Carlos Fernandez-Pello; Shinji Nakaya; Mitsuhiro Tsue,https://doi.org/10.1007/s10694-019-00935-4,Wire,4.0 mm outer; 0.7 mm Cu core; 1.65 mm LDPE thickness,Cu core; black LDPE outer,30.0%,100 kPa,-100,External-radiation wire flammability chamber,Cylindrical,80 mm inner diameter; 390 mm streamwise length,0.03,Wire,Parabolic,,12,Yes,,0.72,,,Fig. 9; microgravity FSR; black LDPE; external radiant heat flux = 0 kW/m�
